cve_id,description,cvss_score,severity,vector_string
CVE-2004-1381,"Firefox before 1.0 and Mozilla before 1.7.5 allow inactive (background) tabs to focus on input being entered in the active tab, as originally reported using form fields, which allows remote attackers to steal sensitive data that is intended for other sites, which could facilitate phishing attacks.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2004-1639,"Mozilla Firefox before 0.10, Mozilla 5.0, and Gecko 20040913 allows remote attackers to cause a denial of service (application crash or memory consumption) via a large binary file with a .html extension.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2004-0867,"Mozilla Firefox 0.9.2 allows web sites to set cookies for country-specific top-level domains, such as .ltd.uk, .plc.uk, and .sch.uk, which could allow remote attackers to perform a session fixation attack and hijack a user's HTTP session.  NOTE: it was later reported that 2.x is also affected.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2004-0904,"Integer overflow in the bitmap (BMP) decoder for Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8 allow remote attackers to execute arbitrary code via wide bitmap files that trigger heap-based buffer overflows.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2004-0906,"The XPInstall installer in Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8 sets insecure permissions for certain installed files within xpi packages, which could allow local users to overwrite arbitrary files or execute arbitrary code.",4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P
CVE-2004-0907,"The Linux install .tar.gz archives for Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8, create certain files with insecure permissions, which could allow local users to overwrite those files and execute arbitrary code.",4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P
CVE-2004-0908,"Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8 allows untrusted Javascript code to read and write to the clipboard, and possibly obtain sensitive information, via script-generated events such as Ctrl-Ins.",4.0,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:N
CVE-2004-0909,"Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8 may allow remote attackers to trick users into performing unexpected actions, including installing software, via signed scripts that request enhanced abilities using the enablePrivilege parameter, then modify the meaning of certain security-relevant dialog messages.",5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P
CVE-2004-1156,"Mozilla before 1.7.6, and Firefox before 1.0.1, allows remote attackers to spoof arbitrary web sites by injecting content from one window into a target window whose name is known but resides in a different domain, as demonstrated using a pop-up window on a trusted web site, aka the ""window injection"" vulnerability.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2004-1200,"Firefox and Mozilla allow remote attackers to cause a denial of service (application crash from memory consumption), as demonstrated using Javascript code that continuously creates nested arrays and then sorts the newly created arrays.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2004-1449,"Mozilla before 1.7, Firefox before 0.9, and Thunderbird before 0.7 allows remote attackers to determine the location of files on a user's hard drive by obscuring a file upload control and tricking the user into dragging text into that control.",2.6,LOW,AV:N/AC:H/Au:N/C:P/I:N/A:N
CVE-2004-1753,"The Apple Java plugin, as used in Netscape 7.1 and 7.2, Mozilla 1.7.2, and Firefox 0.9.3 on MacOS X 10.3.5, when tabbed browsing is enabled, does not properly handle SetWindow(NULL) calls, which allows Java applets from one tab to draw to other tabs and facilitates phishing attacks that spoof tabs.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2004-2225,Mozilla Firefox before 0.10.1 allows remote attackers to delete arbitrary files in the download directory via a crafted data: URI that is not properly handled when the user clicks the Save button.,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2004-2227,"Mozilla Firefox before 1.0 truncates long filenames in the file download dialog box, which makes it easier for remote attackers to trick users into downloading files with dangerous extensions.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2004-2228,"Mozilla Firefox before 1.0 is installed with world-writable permissions on Mac OS X, which allows local users to gain privileges.",7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C
CVE-2004-2657,"Mozilla Firefox 1.5.0.1, and possibly other versions, preserves some records of user activity even after uninstalling, which allows local users who share a Windows profile to view the records after a new installation of Firefox, as reported for the list of Passwords Never Saved web sites.  NOTE: The vendor has disputed this issue, stating that ""The uninstaller is primarily there to uninstall the application. It is not there to uninstall user data. For the moment I will stick by my module-owner decision.",1.7,LOW,AV:L/AC:L/Au:S/C:P/I:N/A:N
CVE-2005-0145,"Firefox before 1.0 does not properly distinguish between user-generated and synthetic click events, which allows remote attackers to use Javascript to bypass the file download prompt when the user uses the Alt-click feature.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2004-0902,"Multiple heap-based buffer overflows in Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8 allow remote attackers to cause a denial of service (application crash) or execute arbitrary code via (1) the ""Send page"" functionality, (2) certain responses from a malicious POP3 server, or (3) a link containing a non-ASCII hostname.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2004-0903,"Stack-based buffer overflow in the writeGroup function in nsVCardObj.cpp for Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8 allows remote attackers to execute arbitrary code via malformed VCard attachments that are not properly handled when previewing a message.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2005-0231,"Firefox 1.0 does not invoke the Javascript Security Manager when a user drags a javascript: or data: URL to a tab, which allows remote attackers to bypass the security model, aka ""firetabbing.""",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0233,"The International Domain Name (IDN) support in Firefox 1.0, Camino .8.5, and Mozilla before 1.7.6 allows remote attackers to spoof domain names using punycode encoded domain names that are decoded in URLs and SSL certificates in a way that uses homograph characters from other character sets, which facilitates phishing attacks.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2005-0593,"Firefox before 1.0.1 and Mozilla before 1.7.6 allows remote attackers to spoof the SSL ""secure site"" lock icon via (1) a web site that does not finish loading, which shows the lock of the previous site, (2) a non-HTTP server that uses SSL, which causes the lock to be displayed when the SSL handshake is completed, or (3) a URL that generates an HTTP 204 error, which updates the icon and location information but does not change the display of the original site.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0143,"Firefox before 1.0 and Mozilla before 1.7.5 display the SSL lock icon when an insecure page loads a binary file from a trusted site, which could facilitate phishing attacks.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0585,"Firefox before 1.0.1 and Mozilla before 1.7.6 truncates long sub-domains or paths for display, which may allow remote malicious web sites to spoof legitimate sites and facilitate phishing attacks.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0587,"Firefox before 1.0.1 and Mozilla before 1.7.6 allows remote malicious web sites to overwrite arbitrary files by tricking the user into downloading a .LNK (link) file twice, which overwrites the file that was referenced in the first .LNK file.",6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N
CVE-2005-0592,Heap-based buffer overflow in the UTF8ToNewUnicode function for Firefox before 1.0.1 and Mozilla before 1.7.6 might allow remote attackers to cause a denial of service (crash) or execute arbitrary code via invalid sequences in a UTF8 encoded string that result in a zero length value.,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2005-0752,The Plugin Finder Service (PFS) in Firefox before 1.0.3 allows remote attackers to execute arbitrary code via a javascript: URL in the PLUGINSPAGE attribute of an EMBED tag.,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2005-0141,"Firefox before 1.0 and Mozilla before 1.7.5 allow remote attackers to load local files via links ""with a custom getter and toString method"" that are middle-clicked by the user to be opened in a new tab.",2.6,LOW,AV:N/AC:H/Au:N/C:P/I:N/A:N
CVE-2005-0142,"Firefox 0.9, Thunderbird 0.6 and other versions before 0.9, and Mozilla 1.7 before 1.7.5 save temporary files with world-readable permissions, which allows local users to read certain web content or attachments that belong to other users, e.g. content that is managed by helper applications such as PDF.",2.1,LOW,AV:L/AC:L/Au:N/C:P/I:N/A:N
CVE-2005-0144,"Firefox before 1.0 and Mozilla before 1.7.5 display the secure site lock icon when a view-source: URL references a secure SSL site while an insecure page is being loaded, which could facilitate phishing attacks.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0146,Firefox before 1.0 and Mozilla before 1.7.5 allow remote attackers to obtain sensitive data from the clipboard via Javascript that generates a middle-click event on systems for which a middle-click performs a paste operation.,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2005-0147,"Firefox before 1.0 and Mozilla before 1.7.5, when configured to use a proxy, respond to 407 proxy auth requests from arbitrary servers, which allows remote attackers to steal NTLM or SPNEGO credentials.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2005-0230,"Firefox 1.0 does not prevent the user from dragging an executable file to the desktop when it has an image/gif content type but has a dangerous extension such as .bat or .exe, which allows remote attackers to bypass the intended restriction and execute arbitrary commands via malformed GIF files that can still be parsed by the Windows batch file parser, aka ""firedragging.""",5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P
CVE-2005-0232,"Firefox 1.0 allows remote attackers to modify Boolean configuration parameters for the about:config site by using a plugin such as Flash, and the -moz-opacity filter, to display the about:config site then cause the user to double-click at a certain screen position, aka ""Fireflashing.""",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0255,"String handling functions in Mozilla 1.7.3, Firefox 1.0, and Thunderbird before 1.0.2, such as the nsTSubstring_CharT::Replace function, do not properly check the return values of other functions that resize the string, which allows remote attackers to cause a denial of service and possibly execute arbitrary code by forcing an out-of-memory state that causes a reallocation to fail and return a pointer to a fixed address, which leads to heap corruption.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2005-0399,"Heap-based buffer overflow in GIF2.cpp in Firefox before 1.0.2, Mozilla before to 1.7.6, and Thunderbird before 1.0.2, and possibly other applications that use the same library, allows remote attackers to execute arbitrary code via a GIF image with a crafted Netscape extension 2 block and buffer size.",5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P
CVE-2005-0402,"Firefox before 1.0.2 allows remote attackers to execute arbitrary code by tricking a user into saving a page as a Firefox sidebar panel, then using the sidebar panel to inject Javascript into a privileged page.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0527,"Firefox 1.0 allows remote attackers to execute arbitrary code via plugins that load ""privileged content"" into frames, as demonstrated using certain XUL events when a user drags a scrollbar two times, aka ""Firescrolling.""",5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P
CVE-2005-0578,"Firefox before 1.0.1 and Mozilla Suite before 1.7.6 use a predictable filename for the plugin temporary directory, which allows local users to delete arbitrary files of other users via a symlink attack on the plugtmp directory.",2.1,LOW,AV:L/AC:L/Au:N/C:N/I:N/A:P
CVE-2005-0584,"Firefox before 1.0.1 and Mozilla before 1.7.6, when displaying the HTTP Authentication dialog, do not change the focus to the tab that generated the prompt, which could facilitate spoofing and phishing attacks.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0586,"Firefox before 1.0.1 and Mozilla before 1.7.6 allows remote malicious web sites to spoof the extensions of files to download via the Content-Disposition header, which could be used to trick users into downloading dangerous content.",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0588,"Firefox before 1.0.1 and Mozilla before 1.7.6 does not restrict xsl:include and xsl:import tags in XSLT stylesheets to the current domain, which allows remote attackers to determine the existence of files on the local system.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2005-0589,The Form Fill feature in Firefox before 1.0.1 allows remote attackers to steal potentially sensitive information via an input control that monitors the values that are generated by the autocomplete capability.,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2005-0590,"The installation confirmation dialog in Firefox before 1.0.1, Thunderbird before 1.0.1, and Mozilla before 1.7.6 allows remote attackers to use InstallTrigger to spoof the hostname of the host performing the installation via a long ""user:pass"" sequence in the URL, which appears before the real hostname.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2005-0591,"Firefox before 1.0.1 allows remote attackers to spoof the (1) security and (2) download modal dialog boxes, which could be used to trick users into executing script or downloading and executing a file, aka ""Firespoofing.""",2.6,LOW,AV:N/AC:H/Au:N/C:N/I:P/A:N
CVE-2005-0989,"The find_replen function in jsstr.c in the Javascript engine for Mozilla Suite 1.7.6, Firefox 1.0.1 and 1.0.2, and Netscape 7.2 allows remote attackers to read portions of heap memory in a Javascript string via the lambda replace method.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2005-1153,"Firefox before 1.0.3 and Mozilla Suite before 1.7.7, when blocking a popup, allows remote attackers to execute arbitrary code via a javascript: URL that is executed when the user selects the ""Show javascript"" option.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2005-1154,"Firefox before 1.0.3 and Mozilla Suite before 1.7.7 allows remote attackers to execute arbitrary script in other domains via a setter function for a variable in the target domain, which is executed when the user visits that domain, aka ""Cross-site scripting through global scope pollution.""",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2005-1155,"The favicon functionality in Firefox before 1.0.3 and Mozilla Suite before 1.7.7 allows remote attackers to execute arbitrary code via a <LINK rel=""icon""> tag with a javascript: URL in the href attribute, aka ""Firelinking.""",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
